Salary_ID,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
1647,"89948,0","0,0","7146,51",19
1648,"89948,0","0,0","1480,95",19
1649,"89948,0","0,0","2751,16",19
1650,"89948,0","0,0","6427,35",19
1651,"102682,0","20669,35","0,0",N22
1652,"102682,0","40102,23","1668,68",N22
1653,"89948,0","0,0","4977,77",19
1654,"96313,15","0,0","0,0",N22
1655,"112267,0","1262,38","3707,99",N24
1656,"102682,0","45115,39","1668,68",N22
1657,"89948,0","0,0","4647,79",19
1658,"86103,0","595,77","3187,0",18
1659,"82436,0","0,0","6539,54",17
1660,"89948,0","655,01","7146,51",19
1661,"102682,0","1418,52","0,0",N22
1662,"89948,0","11027,56","0,0",19
1663,"89948,0","0,0","2867,25",19
1664,"112267,0","1401,09","1824,42",N24
1665,"82436,0","9137,38","1339,65",17
1666,"89948,0","1297,36","0,0",19
1667,"89948,0","778,42","0,0",19
1668,"89948,0","10006,2","3447,7",19
1669,"89948,0","0,0","1349,28",19
1670,"89948,0","16804,6","449,76",19
1671,"78808,61","429,69","0,0",17
1672,"89948,0","18314,17","4260,33",19
1673,"89948,0","18006,79","0,0",19
1674,"102682,0","3235,59","1668,68",N22
1675,"112267,0","1714,21","280,68",N24
1676,"89948,0","4379,77","0,0",19
1677,"89948,0","11883,21","2751,16",19
1678,"89948,0","691,52","4260,33",19
1679,"89948,0","10127,15","4260,33",19
1680,"89948,0","16387,69","1461,72",19
1681,"89948,0","14252,82","4260,33",19
1682,"102682,0","3941,59","1668,68",N22
1683,"89948,0","13761,01","1461,72",19
1684,"89948,0","17684,49","7146,51",19
1685,"89948,0","15524,7","4260,33",19
1686,"89948,0","3457,6","4260,33",19
1687,"102682,0","0,0","4378,64",N22
1688,"89948,0","1852,29","0,0",19
1689,"89948,0","3798,33","0,0",19
1690,"102682,0","2544,93","0,0",N22
1691,"93566,17","2799,3","0,0",N22
1692,"89948,0","2594,72","0,0",19
1693,"89948,0","2563,57","0,0",19
1694,"89948,0","185,23","0,0",19
1695,"136900,86","0,0","0,0",M3
1696,"133560,59","0,0","0,0",M3
1697,"102682,0","4789,52","0,0",N22
1698,"82436,0","475,6","0,0",17
1699,"89948,0","5064,44","0,0",19
1700,"102682,0","4460,13","0,0",N22
1701,"76973,31","4253,38","0,0",19
1702,"62472,36","40,95","0,0",16
1703,"81533,09","8255,68","0,0",N22
1704,"81644,46","430,11","0,0",N22
1705,"81777,0","0,0","0,0",19
1706,"48045,0","0,0","0,0",19
1707,"89948,0","15505,82","0,0",19
1708,"72318,87","0,0","0,0",19
1709,"79429,26","0,0","0,0",19
1710,"89948,0","14083,46","0,0",19
1711,"76742,99","0,0","0,0",19
1712,"65576,05","0,0","0,0",19
1713,"89948,0","2500,97","0,0",19
1714,"94615,94","4427,78","0,0",N22
1715,"59915,71","4586,39","0,0",19
1716,"55637,36","0,0","0,0",16
1717,"70588,14","0,0","0,0",19
1718,"68432,96","0,0","0,0",19
1719,"54699,23","512,83","0,0",16
1720,"54699,23","1051,6","0,0",16
1721,"54699,23","1385,96","0,0",16
1722,"54493,0","1178,97","0,0",12
1723,"48045,0","0,0","0,0",12
1724,"54099,0","0,0","0,0",16
1725,"47002,0","0,0","0,0",12
1726,"71259,0","0,0","0,0",16
1727,"78947,0","569,35","197,38",16
1728,"117424,0","0,0","1134,88",N25
1729,"117424,0","6102,78","268,42",N25
1730,"78947,0","11328,75","3732,58",16
1731,"78241,54","599,7","0,0",16
1732,"78947,0","1213,96","3732,58",16
1733,"78947,0","9711,73","493,45",16
1734,"78947,0","398,54","0,0",16
1735,"89948,0","1541,21","0,0",N19
1736,"78947,0","19692,99","2408,01",16
1737,"78947,0","6171,08","2408,01",16
1738,"78947,0","107,64","0,0",16
1739,"78947,0","2172,59","2408,01",16
1740,"106402,46","0,0","3009,44",23
1741,"117424,0","14867,09","0,0",N25
1742,"89948,0","6293,4","0,0",N19
1743,"83597,79","0,0","5791,52",16
1744,"78947,0","822,77","0,0",16
1745,"78947,0","703,7","3732,58",16
1746,"78947,0","925,36","0,0",16
1747,"78947,0","9500,59","0,0",16
1748,"89948,0","4369,22","0,0",N19
1749,"100603,04","0,0","0,0",N25
1750,"78947,0","5523,34","0,0",16
1751,"77923,89","6892,89","0,0",16
1752,"71015,15","588,96","0,0",16
1753,"73806,72","2115,15","0,0",16
1754,"70264,0","7482,76","0,0",16
1755,"78947,0","26348,66","0,0",16
1756,"78947,0","11501,4","0,0",16
1757,"78947,0","15331,13","0,0",16
1758,"69804,49","3668,19","0,0",16
1759,"75192,1","1902,87","0,0",16
1760,"52051,68","17751,22","0,0",16
1761,"98634,46","0,0","0,0",N25
1762,"106545,94","0,0","0,0",23
1763,"110883,0","35789,9","368,37",N24
1764,"112267,0","29434,18","4790,87",N24
1765,"110883,5","29045,43","0,0",N24
1766,"112267,0","47723,6","0,0",N24
1767,"112267,0","30070,46","4790,87",N24
1768,"112267,0","57296,68","0,0",N24
1769,"112267,0","35553,79","1824,42",N24
1770,"110883,0","0,0","0,0",N24
1771,"80008,0","923,19","0,0",N21
1772,"117424,0","0,0","3218,7",25
1773,"93895,0","0,0","760,33",N21
1774,"66303,51","0,0","0,0",N18
1775,"190784,66","0,0","0,0",M1
1776,"110000,0","0,0","0,0",25
1777,"75000,0","0,0","0,0",N21
1778,"86103,0","0,0","6836,38",18
1779,"114233,44","283,48","0,0",26
1780,"116356,76","0,0","0,0",26
1781,"130000,0","0,0","0,0",M3
1782,"101333,0","0,0","0,0",26
1783,"97428,15","702,63","0,0",23
1784,"118509,0","0,0","0,0",26
1785,"150063,72","0,0","0,0",M3
1786,"115489,44","75,56","0,0",26
1787,"113715,94","0,0","0,0",26
1788,"87000,0","0,0","0,0",24
1789,"78947,0","0,0","1546,41",16
1790,"98228,0","0,0","1596,27",21
1791,"87263,51","0,0","0,0",21
1792,"65549,65","25077,3","0,0",16
1793,"62271,0","0,0","0,0",16
1794,"141738,5","0,0","0,0",M3
1795,"115459,11","0,0","0,0",25
1796,"244000,0","0,0","0,0",EX1
1797,"107367,0","3988,92","4413,02",N23
1798,"144723,59","0,0","0,0",M3
1799,"117424,0","0,0","1614,58",N25
1800,"69442,0","0,0","0,0",13
1801,"67445,0","0,0","0,0",N17
1802,"168234,0","0,0","0,0",M2
1803,"95173,38","0,0","0,0",N23
1804,"85000,0","0,0","0,0",N23
1805,"80000,0","0,0","0,0",N18
1806,"102682,0","17729,78","0,0",22
1807,"102682,0","3421,7","397,71",22
1808,"82798,21","7687,03","0,0",19
1809,"82436,0","10518,51","0,0",N17
1810,"89948,0","11100,28","3173,53",19
1811,"102682,0","4314,55","8175,59",22
1812,"102682,0","3120,68","0,0",22
1813,"102682,0","8250,0","1668,68",22
1814,"96546,37","2244,03","0,0",22
1815,"89532,06","6060,56","0,0",22
1816,"103121,3","0,0","0,0",N25
1817,"96547,15","2866,21","0,0",22
1818,"107367,0","464,58","0,0",23
1819,"79728,3","1779,46","0,0",19
1820,"23932,1","0,0","0,0",5
1821,"62077,18","3932,6","0,0",19
1822,"93268,29","0,0","0,0",N25
1823,"111089,65","0,0","0,0",25
1824,"75621,0","10834,76","3572,81",15
1825,"86103,0","10491,76","2631,35",18
1826,"102682,0","4975,28","8175,59",22
1827,"122842,0","50,39","5246,26",N26
1828,"107367,0","8277,62","4580,14",N23
1829,"69442,0","0,0","1278,19",13
1830,"75621,0","7445,97","1228,89",15
1831,"72463,0","9657,67","181,16",14
1832,"75621,0","9213,25","5728,16",15
1833,"70897,22","22462,53","0,0",15
1834,"93895,0","0,0","0,0",N21
1835,"107367,0","3065,94","0,0",N23
1836,"82746,25","13654,2","0,0",N18
1837,"85886,55","26848,51","309,25",N18
1838,"75621,0","45239,5","5989,38",15
1839,"86103,0","18123,46","3665,64",N18
1840,"73492,0","18595,26","0,0",15
1841,"72463,0","23548,25","5733,67",14
1842,"75621,0","5870,53","4001,61",15
1843,"86103,0","3729,24","3665,64",N18
1844,"72463,0","11461,44","0,0",14
1845,"79338,61","27239,29","0,0",N18
1846,"78947,0","9195,4","6232,08",16
1847,"72463,0","16983,43","3420,79",14
1848,"98228,0","16728,09","3662,79",N21
1849,"148706,98","0,0","0,0",M3
1850,"72463,0","22654,64","3420,79",14
1851,"75621,0","10158,86","2304,01",15
1852,"72463,0","10155,99","5733,67",14
1853,"72463,0","6633,5","2204,9",14
1854,"112267,0","29995,89","4790,87",N24
1855,"78947,0","11205,33","3732,58",16
1856,"71288,0","0,0","250,56",15
1857,"78947,0","17027,53","1282,97",16
1858,"86103,0","0,0","821,76",N18
1859,"72463,0","27369,59","181,16",14
1860,"72463,0","13762,37","2204,9",14
1861,"78947,0","9570,17","3732,58",16
1862,"75621,0","6685,2","2694,41",15
1863,"98228,0","22098,43","1497,42",N21
1864,"72463,0","3985,06","905,8",14
1865,"94280,0","19423,72","0,0",N21
1866,"78947,0","9859,18","6257,7",16
1867,"78947,0","14335,73","2408,01",16
1868,"72463,0","12388,51","3140,2",14
1869,"75621,0","12647,21","5989,38",15
1870,"112267,0","26452,91","216,72",N24
1871,"86094,51","16915,2","0,0",N18
1872,"75621,0","16537,16","2304,01",15
1873,"78947,0","16940,0","6257,7",16
1874,"75621,0","2897,04","3572,81",15
1875,"78947,0","14002,77","6257,7",16
1876,"72463,0","445,68","3420,79",14
1877,"82104,32","24969,41","0,0",N21
1878,"98228,0","36776,15","1473,48",N21
1879,"85423,31","14859,61","0,0",N18
1880,"86103,0","17031,81","0,0",N18
1881,"67915,84","9320,07","0,0",14
1882,"98228,0","26359,73","4186,89",N21
1883,"98228,0","28441,09","4186,89",N21
1884,"98228,0","31708,08","3244,41",N21
1885,"75621,0","0,0","3572,81",15
1886,"72463,0","21884,3","3420,79",14
1887,"72463,0","3472,46","3389,84",14
1888,"70292,89","9128,37","0,0",14
1889,"63436,57","12597,84","0,0",12
1890,"86103,0","8142,34","3665,64",N18
1891,"66673,76","0,0","0,0",15
1892,"86103,0","24793,17","2181,68",N18
1893,"78947,0","23470,37","6257,7",16
1894,"72463,0","6960,2","5733,67",14
1895,"75621,0","4253,19","2304,01",15
1896,"145539,99","0,0","0,0",M3
1897,"72463,0","14478,75","543,48",14
1898,"72463,0","12382,92","3420,79",14
1899,"112267,0","39083,21","3707,99",N24
1900,"58751,0","0,0","4617,44",9
1901,"72463,0","7284,65","4154,55",14
1902,"68978,27","0,0","0,0",15
1903,"75621,0","0,0","2304,01",15
1904,"75621,0","10868,91","0,0",15
1905,"75621,0","9806,03","5989,38",15
1906,"72463,0","27440,35","4961,19",14
1907,"72463,0","1056,36","1177,54",14
1908,"72463,0","12907,0","4574,95",14
1909,"75621,0","10900,48","1228,89",15
1910,"75621,0","11384,89","756,24",15
1911,"72463,0","13514,52","2204,9",14
1912,"72463,0","14081,98","5733,67",14
1913,"75621,0","13395,97","3572,81",15
1914,"72320,41","20938,71","0,0",14
1915,"72320,41","6362,92","0,0",14
1916,"112267,0","39335,66","4790,87",N24
1917,"72320,41","10864,63","0,0",14
1918,"98803,55","52029,56","0,0",N24
1919,"70292,89","7022,1","0,0",14
1920,"72463,0","13765,88","1120,95",14
1921,"75621,0","11121,39","3572,81",15
1922,"71963,39","17951,49","0,0",N18
1923,"51820,25","4615,43","0,0",14
1924,"44067,19","492,61","0,0",14
1925,"102682,0","11325,33","0,0",22
1926,"68731,45","9552,7","0,0",14
1927,"60395,45","444,75","0,0",14
1928,"65993,05","15537,4","0,0",14
1929,"42257,0","798,23","0,0",11
1930,"68978,29","7264,48","0,0",15
1931,"76482,97","24470,33","0,0",N21
1932,"83030,72","16004,31","0,0",N18
1933,"63761,42","9649,49","0,0",14
1934,"68977,85","7579,37","0,0",15
1935,"63761,42","7191,05","0,0",14
1936,"68978,28","40830,74","0,0",15
1937,"75427,64","25339,68","0,0",N18
1938,"65993,05","10827,07","0,0",14
1939,"57284,89","8959,22","0,0",15
1940,"72548,16","14727,26","0,0",N18
1941,"76049,67","27360,2","0,0",N21
1942,"69704,27","956,55","0,0",16
1943,"64810,1","9634,36","0,0",15
1944,"68826,4","15352,36","0,0",N18
1945,"60405,33","10397,45","0,0",14
1946,"64597,44","20641,39","0,0",15
1947,"64809,47","2170,82","0,0",15
1948,"62023,12","11089,93","0,0",14
1949,"64348,94","10416,22","0,0",14
1950,"59433,29","9414,39","0,0",14
1951,"62617,87","10193,29","0,0",15
1952,"61192,73","12392,41","0,0",15
1953,"48551,85","10908,78","0,0",14
1954,"68215,3","10384,32","0,0",14
1955,"58780,78","11414,99","0,0",14
1956,"58780,78","9813,31","0,0",14
1957,"53771,39","0,0","0,0",14
1958,"66100,46","5529,74","0,0",15
1959,"60705,1","8301,56","0,0",15
1960,"59416,05","5717,26","0,0",15
1961,"63305,88","9973,27","0,0",14
1962,"60705,1","10616,58","0,0",15
1963,"107367,0","154,86","0,0",23
1964,"56793,05","3174,25","0,0",14
1965,"56793,05","6018,45","0,0",14
1966,"63969,31","12099,01","0,0",N18
1967,"105479,38","646,58","0,0",23
1968,"49028,76","212,15","0,0",14
1969,"57740,52","9116,18","0,0",15
1970,"57830,38","7438,93","0,0",15
1971,"67884,04","12321,99","0,0",14
1972,"55788,09","4166,84","0,0",15
1973,"58155,33","14472,74","0,0",N18
1974,"58329,62","8532,55","0,0",N18
1975,"58548,38","9953,22","0,0",N17
1976,"54856,49","1226,44","0,0",14
1977,"57285,48","13233,32","0,0",15
1978,"58996,84","7150,78","0,0",N18
1979,"58548,38","19898,91","0,0",N18
1980,"54960,55","13171,77","0,0",14
1981,"50214,4","0,0","0,0",14
1982,"53214,65","8297,01","0,0",14
1983,"53214,65","5647,83","0,0",14
1984,"53214,65","10461,74","0,0",14
1985,"55651,15","12738,95","0,0",15
1986,"101730,58","708,65","0,0",23
1987,"42257,0","0,0","0,0",11
1988,"51001,56","10577,85","0,0",15
1989,"48779,25","8572,1","0,0",14
1990,"47509,47","0,0","0,0",14
1991,"49172,3","11542,98","0,0",14
1992,"49172,3","5350,02","0,0",14
1993,"47509,47","6754,79","0,0",14
1994,"48400,19","9559,76","0,0",14
1995,"47509,47","8880,29","0,0",14
1996,"47509,47","6281,96","0,0",14
1997,"90190,39","260,17","0,0",23
1998,"76934,65","3713,78","0,0",18
1999,"67619,65","451,74","0,0",16
2000,"48551,85","9678,32","0,0",14
2001,"48551,85","7481,98","0,0",14
2002,"48551,85","5881,07","0,0",14
2003,"48551,85","7402,45","0,0",14
2004,"43736,0","1817,54","0,0",14
2005,"37924,0","68,38","0,0",14
2006,"42257,0","11456,49","0,0",11
2007,"37924,0","0,0","0,0",14
2008,"42257,0","5039,65","0,0",11
2009,"42257,0","5424,9","0,0",11
2010,"42257,0","5396,33","0,0",11
2011,"42257,0","5529,6","0,0",11
2012,"42257,0","6932,94","0,0",11
2013,"42257,0","5515,89","0,0",11
2014,"42257,0","3641,7","0,0",11
2015,"95000,0","0,0","0,0",N25
2016,"57360,0","1633,97","0,0",13
2017,"60500,0","2247,01","0,0",13
2018,"42257,0","3626,47","0,0",11
2019,"46910,0","0,0","0,0",14
2020,"97579,8","0,0","1354,88",21
2021,"109008,7","0,0","0,0",N25
2022,"102932,9","0,0","0,0",23
2023,"121134,98","0,0","0,0",26
2024,"112267,0","11072,12","4790,87",N24
2025,"119615,87","0,0","0,0",28
2026,"81507,78","412,33","0,0",19
2027,"134500,0","0,0","2185,69",28
2028,"97791,1","423,18","1227,76",22
2029,"66572,0","0,0","4405,46",12
2030,"75621,0","0,0","3568,7",15
2031,"102682,0","526,71","3840,56",22
2032,"89948,0","381,57","4260,33",19
2033,"75621,0","54,54","0,0",15
2034,"66572,0","0,0","1916,42",12
2035,"61994,35","285,14","0,0",12
2036,"67075,35","866,09","0,0",15
2037,"84059,53","6802,71","0,0",19
2038,"70245,94","298,55","0,0",19
2039,"70120,08","1139,57","0,0",15
2040,"63000,94","281,67","0,0",15
2041,"78947,0","0,0","2870,09",16
2042,"79768,29","0,0","0,0",21
2043,"140124,93","0,0","0,0",M3
2044,"61000,0","0,0","0,0",16
2045,"85214,65","0,0","0,0",21
2046,"100000,0","0,0","0,0",23
2047,"109000,0","0,0","0,0",N25
2048,"72000,0","0,0","0,0",16
2049,"91500,0","0,0","0,0",23
2050,"75621,0","0,0","1228,89",N15
2051,"63839,0","85,08","630,42",11
2052,"71288,0","0,0","1161,21",15
2053,"75621,0","0,0","1228,89",15
2054,"69707,91","0,0","0,0",15
2055,"69442,0","0,0","5490,05",13
2056,"86103,0","0,0","1399,19",N18
2057,"57194,96","0,0","0,0",11
2058,"82390,41","0,0","0,0",18
2059,"52182,39","0,0","0,0",11
2060,"136796,41","0,0","0,0",M3
2061,"89654,57","0,0","0,0",N25
2062,"52260,42","342,6","0,0",15
2063,"62119,0","0,0","0,0",15
2064,"154277,8","0,0","0,0",M2
2065,"75621,0","7843,19","1039,83",15
2066,"65961,85","3801,8","0,0",12
2067,"82436,0","0,0","4554,56",17
2068,"69442,0","1603,89","781,29",13
2069,"65333,0","6869,15","0,0",14
2070,"48833,94","1405,46","0,0",9
2071,"81829,31","1779,21","0,0",N21
2072,"71867,28","4277,25","0,0",14
2073,"54333,0","1653,67","0,0",12
2074,"54333,0","2739,05","0,0",12
2075,"69442,0","0,0","3276,15",13
2076,"61233,79","0,0","0,0",13
2077,"81799,17","0,0","0,0",N17
2078,"107367,0","9421,68","0,0",N23
2079,"82017,0","10408,19","0,0",T1
2080,"88329,99","1329,8","0,0",N25
2081,"84827,96","4728,36","0,0",22
2082,"58313,71","3218,24","0,0",18
2083,"97229,19","0,0","0,0",22
2084,"64341,97","0,0","0,0",18
2085,"98228,0","0,0","7554,36",21
2086,"97579,8","9434,24","0,0",22
2087,"117424,0","0,0","3610,38",25
2088,"86103,0","198,59","4076,04",18
2089,"80210,08","3868,15","0,0",18
2090,"149352,85","0,0","0,0",M3
2091,"107781,75","0,0","0,0",25
2092,"67682,56","0,0","0,0",18
2093,"99473,69","0,0","0,0",22
2094,"107367,0","85572,16","0,0",23
2095,"77675,68","14564,53","0,0",18
2096,"95200,27","0,0","0,0",22
2097,"115855,31","0,0","0,0",25
2098,"90000,0","0,0","0,0",25
2099,"120333,0","0,0","0,0",N28
2100,"96400,0","347,61","0,0",22
2101,"86103,0","8616,14","215,26",18
2102,"115113,03","0,0","0,0",N25
2103,"86103,0","20397,22","6147,94",18
2104,"84632,44","19116,79","0,0",18
2105,"124157,63","0,0","0,0",M3
2106,"91017,0","21202,84","0,0",T2
2107,"90517,0","8692,11","0,0",T2
2108,"86103,0","12010,08","1399,19",18
2109,"86103,0","15668,94","6836,38",18
2110,"86103,0","24985,87","0,0",18
2111,"86103,0","18741,67","0,0",18
2112,"86103,0","10953,23","0,0",18
2113,"84059,53","9244,01","0,0",18
2114,"76988,48","6936,6","0,0",18
2115,"69868,7","0,0","0,0",18
2116,"72266,4","0,0","0,0",18
2117,"97356,9","0,0","0,0",21
2118,"86103,0","268,5","0,0",N18
2119,"114857,25","0,0","0,0",N25
2120,"66384,32","129,4","0,0",17
2121,"109389,91","0,0","0,0",N26
2122,"107367,0","14421,42","0,0",23
2123,"76624,0","0,0","0,0",20
2124,"151768,75","0,0","0,0",M3
2125,"79218,7","0,0","0,0",18
2126,"146688,67","0,0","0,0",M3
2127,"83017,0","19013,28","0,0",T1
2128,"83017,0","18706,7","0,0",T1
2129,"58751,0","419,76","4613,45",9
2130,"84017,0","45545,29","0,0",T1
2131,"98228,0","5137,33","0,0",N21
2132,"85017,0","24144,36","0,0",T1
2133,"83017,0","14010,88","0,0",T1
2134,"98228,0","10918,03","0,0",N21
2135,"85017,0","7988,33","0,0",T1
2136,"85017,0","8003,87","0,0",T1
2137,"98228,0","2313,21","0,0",N21
2138,"91017,0","2302,86","0,0",T2
2139,"83017,0","3689,01","0,0",T1
2140,"85017,0","15019,93","0,0",T1
2141,"84017,0","9009,86","0,0",T1
2142,"82017,0","16637,06","0,0",T1
2143,"91017,0","26618,1","0,0",T2
2144,"82017,0","38414,28","0,0",T1
2145,"83017,0","15603,2","0,0",T1
2146,"90517,0","12379,83","0,0",T2
2147,"83017,0","15245,16","0,0",T1
2148,"91017,0","30845,26","0,0",T2
2149,"98228,0","1582,46","0,0",N21
2150,"85017,0","858,17","0,0",T1
2151,"81017,0","3967,36","0,0",T1
2152,"83017,0","29378,4","0,0",T1
2153,"85017,0","47544,02","0,0",T1
2154,"81017,0","20117,25","0,0",T1
2155,"98228,0","2481,88","4186,89",N21
2156,"85017,0","51,22","0,0",T1
2157,"85017,0","20618,52","0,0",T1
2158,"82017,0","53242,1","0,0",T1
2159,"82017,0","22771,24","0,0",T1
2160,"83017,0","25723,66","0,0",T1
2161,"85017,0","13535,51","0,0",T1
2162,"85017,0","26758,6","0,0",T1
2163,"85017,0","8281,56","0,0",T1
2164,"98228,0","2605,58","4186,89",N21
2165,"84017,0","14558,12","0,0",T1
2166,"85017,0","44159,48","0,0",T1
2167,"83017,0","20881,34","0,0",T1
2168,"78947,0","512,01","3732,58",16
2169,"84017,0","8885,53","0,0",T1
2170,"82017,0","61820,14","0,0",T1
2171,"82017,0","9729,16","0,0",T1
2172,"82017,0","18290,13","0,0",T1
2173,"85017,0","35746,33","0,0",T1
2174,"82017,0","0,0","0,0",T1
2175,"82017,0","12990,19","0,0",T1
2176,"85017,0","3692,68","0,0",T1
2177,"85017,0","35889,74","0,0",T1
2178,"85017,0","1835,11","0,0",T1
2179,"83017,0","30417,18","0,0",T1
2180,"83017,0","14610,07","0,0",T1
2181,"85017,0","50368,5","0,0",T1
2182,"84017,0","68795,24","368,0",T1
2183,"84017,0","31377,14","0,0",T1
2184,"82017,0","20632,81","0,0",T1
2185,"91017,0","18960,22","0,0",T2
2186,"98228,0","8304,73","0,0",N21
2187,"85017,0","3396,72","0,0",T1
2188,"83017,0","54733,95","0,0",T1
2189,"82017,0","5247,63","0,0",T1
2190,"83017,0","50787,51","0,0",T1
2191,"83017,0","35213,78","0,0",T1
2192,"82017,0","21899,76","0,0",T1
2193,"85017,0","35574,69","0,0",T1
2194,"85017,0","48912,62","0,0",T1
2195,"82017,0","6317,88","0,0",T1
2196,"83017,0","36259,28","0,0",T1
2197,"85017,0","5887,75","0,0",T1
2198,"84017,0","37306,19","0,0",T1
2199,"98228,0","0,0","942,48",N21
2200,"85017,0","569,56","0,0",T1
2201,"84017,0","11930,51","0,0",T1
2202,"82017,0","14244,1","0,0",T1
2203,"82017,0","23058,09","0,0",T1
2204,"83017,0","12775,59","0,0",T1
2205,"82017,0","11460,07","0,0",T1
2206,"82017,0","34405,99","0,0",T1
2207,"82017,0","6304,23","0,0",T1
2208,"83017,0","21492,58","0,0",T1
2209,"83017,0","16894,93","0,0",T1
2210,"85017,0","28447,17","0,0",T1
2211,"78684,0","6773,81","0,0",T1
2212,"83017,0","2596,15","0,0",T1
2213,"85017,0","14190,98","0,0",T1
2214,"82017,0","1349,22","0,0",T1
2215,"85017,0","6760,2","0,0",T1
2216,"82017,0","21001,72","0,0",T1
2217,"83017,0","30583,12","0,0",T1
2218,"82017,0","43058,34","0,0",T1
2219,"80017,0","4456,18","0,0",T1
2220,"85017,0","47748,95","0,0",T1
2221,"83017,0","38006,59","0,0",T1
2222,"90517,0","11721,68","0,0",T2
2223,"98228,0","1551,0","0,0",N21
2224,"82017,0","4527,07","0,0",T1
2225,"85017,0","20160,94","0,0",T1
2226,"83017,0","61686,33","0,0",T1
2227,"84017,0","15270,28","0,0",T1
2228,"85017,0","398,53","0,0",T1
2229,"83017,0","15132,67","0,0",T1
2230,"81017,0","3540,02","0,0",T1
2231,"81017,0","2553,77","0,0",T1
2232,"81017,0","4598,5","0,0",T1
2233,"82017,0","50551,48","0,0",T1
2234,"85017,0","245,25","0,0",T1
2235,"81017,0","51574,03","0,0",T1
2236,"82017,0","13953,36","0,0",T1
2237,"83017,0","21928,63","0,0",T1
2238,"95905,57","6395,26","0,0",N21
2239,"81017,0","11777,5","0,0",T1
2240,"81017,0","40054,94","0,0",T1
2241,"81017,0","19122,51","0,0",T1
2242,"89517,0","55715,92","0,0",T2
2243,"81017,0","9513,5","0,0",T1
2244,"80017,0","10873,12","0,0",T1
2245,"81017,0","62565,74","0,0",T1
2246,"81017,0","7108,92","0,0",T1
2247,"75684,0","0,0","0,0",T1
2248,"83017,0","9910,24","0,0",T1
2249,"81017,0","4694,73","0,0",T1
2250,"81017,0","38562,63","0,0",T1
2251,"81017,0","31349,52","0,0",T1
2252,"80017,0","47046,41","0,0",T1
2253,"80017,0","30646,0","0,0",T1
2254,"81017,0","9787,09","0,0",T1
2255,"81017,0","16211,59","0,0",T1
2256,"83017,0","3755,77","0,0",T1
2257,"80017,0","34375,86","0,0",T1
2258,"68017,0","14552,74","0,0",T1
2259,"80017,0","10790,13","0,0",T1
2260,"80017,0","2687,68","0,0",T1
2261,"81017,0","15225,04","0,0",T1
2262,"81017,0","21591,01","0,0",T1
2263,"80017,0","32188,26","0,0",T1
2264,"81017,0","18374,25","0,0",T1
2265,"80017,0","7890,06","0,0",T1
2266,"80017,0","5572,82","0,0",T1
2267,"98228,0","1774,65","0,0",N21
2268,"80017,0","20666,4","0,0",T1
2269,"80017,0","0,0","0,0",T1
2270,"80017,0","33393,82","0,0",T1
2271,"80017,0","25720,01","0,0",T1
2272,"80017,0","44311,01","0,0",T1
2273,"80017,0","5410,37","0,0",T1
2274,"80017,0","17901,58","0,0",T1
2275,"80017,0","7477,18","0,0",T1
2276,"80017,0","24961,42","0,0",T1
2277,"80017,0","12444,42","0,0",T1
2278,"80017,0","24223,12","0,0",T1
2279,"80017,0","25473,52","0,0",T1
2280,"88017,0","33450,9","0,0",T2
2281,"63517,0","8517,77","0,0",T1
2282,"80017,0","37399,27","0,0",T1
2283,"80017,0","7837,85","0,0",T1
2284,"80017,0","18451,32","0,0",T1
2285,"80017,0","6144,8","0,0",T1
2286,"78017,0","6011,54","0,0",T1
2287,"78017,0","0,0","0,0",T1
2288,"78017,0","27066,68","0,0",T1
2289,"80017,0","37671,48","0,0",T1
2290,"78017,0","16362,39","0,0",T1
2291,"80017,0","17981,97","0,0",T1
2292,"78017,0","26257,52","0,0",T1
2293,"87017,0","1082,7","0,0",T2
2294,"80017,0","8530,76","0,0",T1
2295,"80017,0","6832,9","0,0",T1
2296,"78017,0","36669,4","0,0",T1
2297,"80017,0","37231,31","0,0",T1
2298,"78017,0","5751,57","0,0",T1
2299,"78017,0","12203,15","0,0",T1
2300,"78017,0","14886,0","0,0",T1
2301,"87017,0","16849,22","0,0",T2
2302,"78017,0","59696,79","0,0",T1
2303,"78017,0","41294,06","0,0",T1
2304,"80017,0","5077,77","0,0",T1
2305,"78017,0","8276,21","0,0",T1
2306,"78017,0","11838,92","0,0",T1
2307,"78017,0","22348,68","0,0",T1
2308,"78017,0","59511,42","0,0",T1
2309,"78017,0","5053,34","0,0",T1
2310,"84517,0","0,0","0,0",T2
2311,"78017,0","32483,01","0,0",T1
2312,"78017,0","32441,72","0,0",T1
2313,"78017,0","17086,07","0,0",T1
2314,"78017,0","59343,62","0,0",T1
2315,"78017,0","18190,04","0,0",T1
2316,"78017,0","51700,54","0,0",T1
2317,"78017,0","7222,19","0,0",T1
2318,"75017,0","1338,68","0,0",T1
2319,"75017,0","29119,26","0,0",T1
2320,"75017,0","19327,21","0,0",T1
2321,"84517,0","7427,96","0,0",T2
2322,"78017,0","6231,74","0,0",T1
2323,"72017,0","14691,61","0,0",T1
2324,"75017,0","11881,04","0,0",T1
2325,"75017,0","15986,32","0,0",T1
2326,"72017,0","13015,55","0,0",T1
2327,"75017,0","10846,36","0,0",T1
2328,"75017,0","27902,26","0,0",T1
2329,"78017,0","19051,16","0,0",T1
2330,"67684,0","291,43","0,0",T1
